iso_code,continent,location,date,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,population_density,gdp_per_capita
ECU,South America,Ecuador,2020-12-07,11236.373,13.943,781.044,0.113,17643060,66.939,10581.936
PER,South America,Peru,2020-12-07,29537.685,37.123,2734.272,3.154,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-08,12494.272,16.191,771.179,0.428,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-08,27211.704,147.594,749.918,3.203,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-08,11265.166,28.793,781.837,0.794,17643060,66.939,10581.936
PER,South America,Peru,2020-12-08,29537.685,0,2737.608,3.336,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-09,12512.605,18.333,771.351,0.171,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-09,27359.554,147.849,752.866,2.948,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-09,11292.145,26.979,782.971,1.134,17643060,66.939,10581.936
PER,South America,Peru,2020-12-09,29619.846,82.161,2740.308,2.699,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-10,12540.447,27.842,771.693,0.343,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-10,27512.415,152.861,756.325,3.459,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-10,11357.384,65.238,785.011,2.04,17643060,66.939,10581.936
PER,South America,Peru,2020-12-10,29695.365,75.519,2743.34,3.033,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-11,12567.175,26.728,772.122,0.428,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-11,27689.252,176.837,759.961,3.636,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-11,11379.262,21.878,785.465,0.453,17643060,66.939,10581.936
PER,South America,Peru,2020-12-11,29695.365,0,2746.434,3.094,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-12,12595.702,28.527,772.207,0.086,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-12,27849.679,160.427,763.832,3.872,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-12,11422.282,43.02,786.372,0.907,17643060,66.939,10581.936
PER,South America,Peru,2020-12-12,29750.928,55.563,2750.104,3.67,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-13,12605.983,10.28,772.55,0.343,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-13,28020.699,171.02,767.508,3.675,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-13,11455.496,33.214,786.428,0.057,17643060,66.939,10581.936
PER,South America,Peru,2020-12-13,29750.928,0,2753.774,3.67,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-14,12622.688,16.705,773.064,0.514,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-14,28192.506,171.806,770.298,2.791,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-14,11459.463,3.968,786.428,0,17643060,66.939,10581.936
PER,South America,Peru,2020-12-14,29873.153,122.225,2756.958,3.185,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-15,12654.47,31.783,773.235,0.171,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-15,28391.59,199.085,773.462,3.164,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-15,11469.439,9.976,787.618,1.19,17643060,66.939,10581.936
PER,South America,Peru,2020-12-15,29908.244,35.091,2760.598,3.639,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-16,12697.133,42.662,773.492,0.257,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-16,28626.502,234.912,777.472,4.009,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-16,11532.07,62.631,788.695,1.077,17643060,66.939,10581.936
PER,South America,Peru,2020-12-16,29908.244,0,2763.661,3.063,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-17,12735.769,38.636,773.664,0.171,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-17,28866.19,239.688,781.933,4.461,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-17,11576.733,44.663,789.659,0.964,17643060,66.939,10581.936
PER,South America,Peru,2020-12-17,30009.148,100.904,2766.997,3.336,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-18,12777.232,41.463,773.835,0.171,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-18,29127.123,260.933,786.492,4.559,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-18,11619.47,42.736,790.226,0.567,17643060,66.939,10581.936
PER,South America,Peru,2020-12-18,30009.148,0,2770.94,3.943,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-19,12830.432,53.2,774.006,0.171,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-19,29402.068,274.945,791.386,4.894,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-19,11671.445,51.975,790.566,0.34,17643060,66.939,10581.936
PER,South America,Peru,2020-12-19,30009.148,0,2774.488,3.548,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-20,12852.105,21.674,774.092,0.086,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-20,29621.395,219.327,795.454,4.068,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-20,11690.546,19.101,790.566,0,17643060,66.939,10581.936
PER,South America,Peru,2020-12-20,30204.527,195.379,2778.522,4.034,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-21,12883.117,31.012,774.692,0.6,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-21,29834.531,213.137,799.483,4.029,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-21,11694.627,4.081,790.622,0.057,17643060,66.939,10581.936
PER,South America,Peru,2020-12-21,30253.599,49.072,2782.252,3.73,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-22,12940.857,57.74,775.463,0.771,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-22,30080.705,246.173,804.416,4.933,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-22,11696.61,1.984,790.622,0,17643060,66.939,10581.936
PER,South America,Peru,2020-12-22,30282.654,29.055,2785.922,3.67,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-23,13026.953,86.096,776.576,1.114,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-23,30360.425,279.721,809.192,4.776,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-23,11737.42,40.809,791.359,0.737,17643060,66.939,10581.936
PER,South America,Peru,2020-12-23,30333.546,50.892,2789.744,3.821,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-24,13117.504,90.551,777.519,0.942,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-24,30654.041,293.615,814.694,5.503,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-24,11789.905,52.485,792.21,0.85,17643060,66.939,10581.936
PER,South America,Peru,2020-12-24,30333.546,0,2793.626,3.882,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-25,13157.682,40.178,778.119,0.6,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-25,30947.676,293.635,819.332,4.638,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-25,11836.269,46.364,792.606,0.397,17643060,66.939,10581.936
PER,South America,Peru,2020-12-25,30449.675,116.129,2797.205,3.579,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-26,13222.703,65.022,778.975,0.857,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-26,31148.058,200.382,824.305,4.972,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-26,11861.548,25.279,792.946,0.34,17643060,66.939,10581.936
PER,South America,Peru,2020-12-26,30497.11,47.434,2800.935,3.73,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-27,13265.023,42.32,779.404,0.428,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-27,31336.608,188.551,828.786,4.481,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-27,11866.139,4.591,793.06,0.113,17643060,66.939,10581.936
PER,South America,Peru,2020-12-27,30497.11,0,2805.211,4.276,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-28,13329.36,64.336,780.089,0.685,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-28,31519.577,182.969,832.775,3.99,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-28,11888.981,22.842,793.173,0.113,17643060,66.939,10581.936
PER,South America,Peru,2020-12-28,30561.134,64.024,2809.336,4.125,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-29,13440.128,110.768,782.573,2.484,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-29,31736.055,216.478,837.61,4.835,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-29,11921.175,32.194,793.57,0.397,17643060,66.939,10581.936
PER,South America,Peru,2020-12-29,30599.075,37.941,2813.673,4.337,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-30,13567.344,127.216,783.773,1.199,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-30,31964.796,228.741,843.289,5.68,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-30,11988.397,67.222,794.817,1.247,17643060,66.939,10581.936
PER,South America,Peru,2020-12-30,30647.238,48.162,2817.464,3.791,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-31,13717.434,150.09,785.143,1.371,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-31,32285.414,320.619,849.264,5.975,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-31,12045.076,56.68,795.44,0.623,17643060,66.939,10581.936
PER,South America,Peru,2020-12-31,30787.994,140.756,2822.711,5.247,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-01,13791.193,73.76,786,0.857,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-01,32523.314,237.899,854.806,5.542,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-01,12094.161,49.084,796.404,0.964,17643060,66.939,10581.936
PER,South America,Peru,2021-01-01,30787.994,0,2827.594,4.883,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-02,13882.858,91.664,786.942,0.942,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-02,32749.873,226.559,860.112,5.306,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-02,12158.492,64.331,796.857,0.453,17643060,66.939,10581.936
PER,South America,Peru,2021-01-02,30787.994,0,2832.022,4.428,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-03,13934.772,51.915,788.227,1.285,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-03,32934.847,184.974,864.043,3.931,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-03,12164.216,5.725,796.857,0,17643060,66.939,10581.936
PER,South America,Peru,2021-01-03,30877.828,89.834,2838.027,6.005,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-04,14021.296,86.524,789.769,1.542,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-04,33137.489,202.642,868.406,4.363,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-04,12190.629,26.413,797.424,0.567,17643060,66.939,10581.936
PER,South America,Peru,2021-01-04,30919.561,41.733,2843.274,5.247,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-05,14158.108,136.811,791.654,1.885,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-05,33468.347,330.858,873.142,4.736,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-05,12247.479,56.85,799.351,1.927,17643060,66.939,10581.936
PER,South America,Peru,2021-01-05,30919.561,0,2849.643,6.369,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-06,14304.856,146.749,795.595,3.941,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-06,33798.615,330.268,878.94,5.798,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-06,12320.822,73.343,801.788,2.437,17643060,66.939,10581.936
PER,South America,Peru,2021-01-06,30996.687,77.126,2855.163,5.52,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-07,14468.481,163.625,797.051,1.456,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-07,34144.036,345.421,885.701,6.761,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-07,12377.955,57.133,802.469,0.68,17643060,66.939,10581.936
PER,South America,Peru,2021-01-07,30996.687,0,2860.531,5.368,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-08,14662.347,193.866,799.107,2.056,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-08,34502.132,358.097,892.854,7.154,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-08,12421.201,43.246,802.865,0.397,17643060,66.939,10581.936
PER,South America,Peru,2021-01-08,31122.916,126.229,2866.9,6.369,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-09,14803.184,140.837,801.077,1.97,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-09,34812.551,310.419,899.792,6.937,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-09,12489.273,68.072,803.545,0.68,17643060,66.939,10581.936
PER,South America,Peru,2021-01-09,31122.916,0,2873.846,6.945,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-10,14897.247,94.063,803.219,2.142,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-10,35117.899,305.348,906.277,6.485,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-10,12530.139,40.866,803.545,0,17643060,66.939,10581.936
PER,South America,Peru,2021-01-10,31122.916,0,2880.518,6.672,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-11,15016.497,119.249,806.56,3.341,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-11,35412.753,294.854,912.9,6.623,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-11,12554.852,24.712,803.942,0.397,17643060,66.939,10581.936
PER,South America,Peru,2021-01-11,31395.998,273.081,2888.313,7.795,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-12,15142.685,126.188,809.901,3.341,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-12,35691.412,278.66,919.405,6.505,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-12,12614.989,60.137,804.622,0.68,17643060,66.939,10581.936
PER,South America,Peru,2021-01-12,31461.69,65.692,2895.895,7.582,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-13,15318.903,176.218,813.242,3.341,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-13,36003.855,312.443,926.127,6.721,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-13,12714.064,99.076,806.493,1.87,17643060,66.939,10581.936
PER,South America,Peru,2021-01-13,31549.068,87.378,2903.325,7.431,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-14,15507.2,188.297,816.412,3.17,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-14,36340.334,336.479,933.339,7.213,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-14,12809.683,95.618,807.456,0.964,17643060,66.939,10581.936
PER,South America,Peru,2021-01-14,31549.068,0,2912.909,9.584,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-15,15727.623,220.423,819.924,3.512,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-15,36754.579,414.245,940.749,7.409,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-15,12858.654,48.971,808.987,1.53,17643060,66.939,10581.936
PER,South America,Peru,2021-01-15,32028.022,478.954,2921.28,8.371,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-16,15906.754,179.131,822.066,2.142,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-16,37164.442,409.863,948.374,7.625,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-16,13082.084,223.431,811.424,2.437,17643060,66.939,10581.936
PER,South America,Peru,2021-01-16,32028.022,0,2931.349,10.069,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-17,16035.512,128.758,825.493,3.427,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-17,37505.991,341.549,955.744,7.37,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-17,13120.286,38.202,811.594,0.17,17643060,66.939,10581.936
PER,South America,Peru,2021-01-17,32165.836,137.815,2941.995,10.645,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-18,16168.297,132.785,829.262,3.769,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-18,37795.263,289.272,963.074,7.331,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-18,13129.468,9.182,811.764,0.17,17643060,66.939,10581.936
PER,South America,Peru,2021-01-18,32165.836,0,2951.761,9.766,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-19,16370.215,201.918,832.86,3.598,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-19,38108.512,313.249,970.896,7.822,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-19,13181.84,52.372,815.165,3.401,17643060,66.939,10581.936
PER,South America,Peru,2021-01-19,32165.836,0,2963.65,11.889,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-20,16597.663,227.447,836.458,3.598,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-20,38460.458,351.945,978.561,7.665,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-20,13280.859,99.019,818.282,3.117,17643060,66.939,10581.936
PER,South America,Peru,2021-01-20,32549.406,383.57,2976.388,12.738,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-21,16824.511,226.848,841.084,4.626,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-21,38762.445,301.988,986.324,7.763,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-21,13387.077,106.217,823.327,5.044,17643060,66.939,10581.936
PER,South America,Peru,2021-01-21,32549.406,0,2988.155,11.768,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-22,16984.195,159.684,845.625,4.54,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-22,39058.674,296.229,994.165,7.842,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-22,13441.999,54.922,825.367,2.04,17643060,66.939,10581.936
PER,South America,Peru,2021-01-22,32843.384,293.978,3001.53,13.375,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-23,17132.571,148.376,850.422,4.797,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-23,39364.298,305.623,1001.948,7.783,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-23,13502.873,60.874,827.294,1.927,17643060,66.939,10581.936
PER,South America,Peru,2021-01-23,32843.384,0,3015.027,13.496,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-24,17222.351,89.78,855.391,4.969,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-24,39610.274,245.977,1009.652,7.704,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-24,13676.312,173.439,828.824,1.53,17643060,66.939,10581.936
PER,South America,Peru,2021-01-24,33177.942,334.558,3030.161,15.134,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-25,17374.925,152.574,861.045,5.654,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-25,39851.24,240.965,1016.982,7.331,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-25,13691.899,15.587,829.731,0.907,17643060,66.939,10581.936
PER,South America,Peru,2021-01-25,33177.942,0,3044.325,14.164,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-26,17579.67,204.745,865.671,4.626,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-26,40118.638,267.398,1024.47,7.488,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-26,13724.717,32.817,831.375,1.644,17643060,66.939,10581.936
PER,South America,Peru,2021-01-26,33581.347,403.405,3068.709,24.384,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-27,17825.193,245.523,870.982,5.311,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-27,40392.856,274.218,1032.233,7.763,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-27,13803.445,78.728,833.416,2.04,17643060,66.939,10581.936
PER,South America,Peru,2021-01-27,33581.347,0,3084.055,15.346,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-28,18052.384,227.19,876.037,5.054,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-28,40633.998,241.142,1039.898,7.665,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-28,13943.16,139.715,836.93,3.514,17643060,66.939,10581.936
PER,South America,Peru,2021-01-28,33785.491,204.144,3093.184,9.129,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-29,18280.774,228.39,880.577,4.54,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-29,40831.667,197.67,1047.189,7.291,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-29,13982.098,38.939,838.97,2.04,17643060,66.939,10581.936
PER,South America,Peru,2021-01-29,33958.821,173.33,3116.477,23.293,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-30,18452.537,171.763,884.946,4.369,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-30,41011.944,180.277,1054.382,7.193,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-30,14157.351,175.253,841.747,2.777,17643060,66.939,10581.936
PER,South America,Peru,2021-01-30,34363.317,404.497,3126.334,9.857,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-01-31,18575.727,123.19,889.144,4.198,11673029,10.202,6885.829
COL,South America,Colombia,2021-01-31,41170.701,158.757,1060.926,6.544,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-01-31,14216.808,59.457,842.201,0.453,17643060,66.939,10581.936
PER,South America,Peru,2021-01-31,34521.543,158.226,3148.444,22.11,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-01,18701.144,125.417,894.284,5.14,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-01,41359.802,189.101,1066.606,5.68,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-01,14225.764,8.955,843.958,1.757,17643060,66.939,10581.936
PER,South America,Peru,2021-02-01,34521.543,0,3162.425,13.982,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-02,18883.359,182.215,900.623,6.339,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-02,41558.12,198.318,1072.581,5.975,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-02,14242.371,16.607,845.375,1.417,17643060,66.939,10581.936
PER,South America,Peru,2021-02-02,34657.326,135.783,3180.956,18.531,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-03,19056.493,173.134,905.592,4.969,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-03,41774.794,216.674,1078.496,5.916,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-03,14305.342,62.971,847.302,1.927,17643060,66.939,10581.936
PER,South America,Peru,2021-02-03,35131.093,473.768,3203.551,22.595,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-04,19209.581,153.088,910.903,5.311,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-04,41967.197,192.403,1083.488,4.992,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-04,14359.13,53.789,848.379,1.077,17643060,66.939,10581.936
PER,South America,Peru,2021-02-04,35131.093,0,3215.107,11.555,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-05,19353.16,143.579,915.529,4.626,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-05,42109.641,142.445,1088.834,5.346,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-05,14476.627,117.497,849.172,0.794,17643060,66.939,10581.936
PER,South America,Peru,2021-02-05,35334.752,203.659,3240.583,25.476,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-06,19457.503,104.343,921.183,5.654,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-06,42277.615,167.974,1094.533,5.699,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-06,14573.152,96.525,850.419,1.247,17643060,66.939,10581.936
PER,South America,Peru,2021-02-06,35577.171,242.419,3253.655,13.072,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-07,19529.378,71.875,924.867,3.684,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-07,42395.71,118.095,1100.429,5.896,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-07,14639.297,66.145,850.873,0.453,17643060,66.939,10581.936
PER,South America,Peru,2021-02-07,35991.251,414.081,3271.336,17.682,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-08,19633.893,104.514,930.692,5.825,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-08,42479.157,83.447,1106.266,5.837,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-08,14657.718,18.421,850.929,0.057,17643060,66.939,10581.936
PER,South America,Peru,2021-02-08,35991.251,0,3291.202,19.865,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-09,19766.164,132.271,936.261,5.568,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-09,42586.108,106.951,1110.531,4.265,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-09,14724.373,66.655,855.067,4.138,17643060,66.939,10581.936
PER,South America,Peru,2021-02-09,36296.967,305.715,3316.193,24.991,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-10,19917.881,151.717,942.001,5.74,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-10,42712.732,126.624,1114.972,4.442,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-10,14740.98,16.607,856.767,1.7,17643060,66.939,10581.936
PER,South America,Peru,2021-02-10,36296.967,0,3332.085,15.892,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-11,20033.703,115.823,946.113,4.112,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-11,42836.428,123.696,1119.885,4.913,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-11,14862.104,121.124,860.055,3.287,17643060,66.939,10581.936
PER,South America,Peru,2021-02-11,36500.898,203.932,3352.133,20.047,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-12,20140.274,106.57,951.51,5.397,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-12,42945.07,108.642,1124.072,4.186,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-12,14936.015,73.91,862.662,2.607,17643060,66.939,10581.936
PER,South America,Peru,2021-02-12,36768.005,267.107,3372.847,20.715,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-13,20220.63,80.356,955.622,4.112,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-13,43042.293,97.223,1128.572,4.501,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-13,15049.94,113.926,865.439,2.777,17643060,66.939,10581.936
PER,South America,Peru,2021-02-13,37023.951,255.946,3395.169,22.322,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-14,20280.255,59.625,959.648,4.026,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-14,43139.045,96.752,1132.11,3.538,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-14,15146.069,96.128,868.387,2.947,17643060,66.939,10581.936
PER,South America,Peru,2021-02-14,37465.236,441.286,3415.732,20.563,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-15,20315.55,35.295,962.389,2.741,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-15,43208.026,68.982,1135.667,3.557,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-15,15173.162,27.093,870.314,1.927,17643060,66.939,10581.936
PER,South America,Peru,2021-02-15,37562.38,97.143,3436.568,20.836,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-16,20363.695,48.145,965.816,3.427,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-16,43287.601,79.575,1138.87,3.203,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-16,15194.246,21.085,872.411,2.097,17643060,66.939,10581.936
